GAME_DATE,METRIC_TYPE,METRIC_VALUE,TEAM_ID,TEAM_NAME
2026-01-16,TEAM,0.6904761904761905,1610612754.0,Indiana Pacers
2026-01-16,TEAM,0.7272727272727273,1610612740.0,New Orleans Pelicans
2026-01-17,TEAM,0.5714285714285714,1610612743.0,Denver Nuggets
2026-01-17,TEAM,0.6829268292682927,1610612764.0,Washington Wizards
2026-01-17,TEAM,0.5714285714285714,1610612748.0,Miami Heat
2026-01-17,TEAM,0.8333333333333334,1610612760.0,Oklahoma City Thunder
2026-01-17,TEAM,0.7804878048780488,1610612752.0,New York Knicks
2026-01-17,TEAM,0.5952380952380952,1610612756.0,Phoenix Suns
2026-01-17,TEAM,0.5116279069767442,1610612757.0,Portland Trail Blazers
2026-01-17,TEAM,0.575,1610612747.0,Los Angeles Lakers
2026-01-17,TEAM,0.5909090909090909,1610612737.0,Atlanta Hawks
2026-01-17,TEAM,0.6341463414634146,1610612738.0,Boston Celtics
2026-01-17,TEAM,0.5714285714285714,1610612742.0,Dallas Mavericks
2026-01-17,TEAM,0.6904761904761905,1610612762.0,Utah Jazz
2026-01-17,TEAM,0.6341463414634146,1610612759.0,San Antonio Spurs
2026-01-17,TEAM,0.6511627906976745,1610612750.0,Minnesota Timberwolves
2026-01-17,TEAM,0.627906976744186,1610612744.0,Golden State Warriors
2026-01-17,TEAM,0.5476190476190477,1610612766.0,Charlotte Hornets
2026-01-17,TEAM,0.5897435897435898,1610612765.0,Detroit Pistons
2026-01-17,TEAM,0.6976744186046512,1610612754.0,Indiana Pacers
2026-01-18,TEAM,0.5581395348837209,1610612743.0,Denver Nuggets
2026-01-18,TEAM,0.5348837209302325,1610612766.0,Charlotte Hornets
2026-01-18,TEAM,0.7674418604651163,1610612758.0,Sacramento Kings
2026-01-18,TEAM,0.5227272727272727,1610612757.0,Portland Trail Blazers
2026-01-18,TEAM,0.5476190476190477,1610612741.0,Chicago Bulls
2026-01-18,TEAM,0.575,1610612751.0,Brooklyn Nets
2026-01-18,TEAM,0.6,1610612745.0,Houston Rockets
2026-01-18,TEAM,0.7333333333333333,1610612740.0,New Orleans Pelicans
2026-01-18,TEAM,0.5853658536585366,1610612747.0,Los Angeles Lakers
2026-01-18,TEAM,0.6136363636363636,1610612761.0,Toronto Raptors
2026-01-19,TEAM,0.5454545454545454,1610612739.0,Cleveland Cavaliers
2026-01-19,TEAM,0.813953488372093,1610612760.0,Oklahoma City Thunder
2026-01-19,TEAM,0.7619047619047619,1610612752.0,New York Knicks
2026-01-19,TEAM,0.5581395348837209,1610612742.0,Dallas Mavericks
2026-01-19,TEAM,0.6829268292682927,1610612755.0,Philadelphia 76ers
2026-01-19,TEAM,0.7045454545454546,1610612754.0,Indiana Pacers
2026-01-19,TEAM,0.6428571428571429,1610612759.0,San Antonio Spurs
2026-01-19,TEAM,0.6976744186046512,1610612762.0,Utah Jazz
2026-01-19,TEAM,0.5777777777777777,1610612737.0,Atlanta Hawks
2026-01-19,TEAM,0.6190476190476191,1610612749.0,Milwaukee Bucks
2026-01-19,TEAM,0.5853658536585366,1610612751.0,Brooklyn Nets
2026-01-19,TEAM,0.6046511627906976,1610612756.0,Phoenix Suns
2026-01-19,TEAM,0.6,1610612765.0,Detroit Pistons
2026-01-19,TEAM,0.6428571428571429,1610612738.0,Boston Celtics
2026-01-19,TEAM,0.6363636363636364,1610612744.0,Golden State Warriors
2026-01-19,TEAM,0.5813953488372093,1610612748.0,Miami Heat
2026-01-19,TEAM,0.6904761904761905,1610612764.0,Washington Wizards
2026-01-19,TEAM,0.6666666666666666,1610612746.0,LA Clippers
2026-01-20,TEAM,0.6904761904761905,1610612755.0,Philadelphia 76ers
2026-01-20,TEAM,0.6136363636363636,1610612756.0,Phoenix Suns
2026-01-20,TEAM,0.75,1610612758.0,Sacramento Kings
2026-01-20,TEAM,0.5681818181818182,1610612748.0,Miami Heat
2026-01-20,TEAM,0.5454545454545454,1610612743.0,Denver Nuggets
